title	count
Progress in implementing the area of freedom, security and justice (AFSJ) in 2003	76
Progress report on the Galileo programme	28
Progress towards accession by Turkey	106
Prospects for the Doha Development Round after the WTO General Council meeting of 15 December 2003	70
Protection of animals	74
Protection of deep-water coral reefs in certain areas of the Atlantic Ocean	28
Protection of personal data of air passengers	38
Public sector contracts	28
Quality of ambient air	26
Question Time (Commission)	988
Question Time (Council)	734
Ratification of the Constitutional Treaty	72
Recent environmental disasters (fires in southern Europe)	28
Recognition of professional qualifications	54
Recovery of the Northern hake stock	26
Reinvigorating EU actions on human rights and democratisation with Mediterranean partners	38
Request for urgent procedure	6
Residue levels of pesticides	16
Residue levels of pesticides in plant and animal products	16
Respect for and promotion of the values on which the Union is based	20
Restructuring of the automobile sector	40
Result of the referendum and elections in Belarus	38
Results of the first ballot	28
Resumption of the session	34
Review of Ottawa Treaty on anti-personnel mines	18
Rights of Guantanamo detainees	32
Romania's progress towards accession	66
SIS – registration certificates for vehicles	14
Safer use of the Internet	22
Safety at sea	136
Safety of third countries aircraft using Community airports	10
Schools and access to culture	22
Seizure of hostages and massacre in Beslan and the fight against terrorism	62
Services in the internal market	18
Services of general interest	64
Shipbuilding	14
Simplifying and improving Community regulation	12
Single European sky	36
Single payment area	16
Situation in Belarus	48
Situation in Colombia	32
Situation in Cuba	48
Situation in Georgia	32
Situation in Iraq	58
Situation in Iraq (continuation)	26
Situation in Kosovo	28
Situation in Ukraine	86
Situation in the Middle East	54
Situation in the Middle Esat	24
Situation of women	64
Slot allocation at Community airports	16
Social legislation relating to road transport	20
Social security schemes for people moving within the Community	32
Speeches on matters of political importance	66
Stability and Growth Pact	98
Stamping of travel documents	10
Statement by Mr Barroso, President-elect of the Commission	340
Statement by Mr Barroso, President-elect of the Commission (continuation)	14
Statement by the President	6
Statement by the President-designate of the Commission	98
Statement by the President-designate of the Commission (continuation)	104
Statute and financing of political parties at European level (amendments to the Rules of Procedure)	24
Stocktaking of the Prodi Commission	70
Stocktaking of the follow-up to the Commission's Annual Policy Strategy for 2005	6
Stocktaking of the follow-up to the Commission's Annual Policy Strategy for 2005 (continuation)	22
Strategic political orientations	104
Subsidies	28
Taxation	24
Texts of agreements forwarded by the Council: see Minutes	4
The future of the enlarged Union	2
The future of the textiles and clothing sector in the enlarged European Union	24
The operating framework for the European Regulatory Agencies	22
The programme of the Irish presidency and the European Constitution	58
Third report on economic and social cohesion	46
Towards a European constitution	86
Transatlantic relations	20
Transatlantic relations (continuation)	32
Transparency of qualifications and competences (Europass)	16
Transport of animals	46
Tribute	4
Tribute to Jean Monnet and commemoration of the twentieth anniversary of the draft Treaty establishing the European Union (1984 – Rapporteur: Altiero Spinelli)	28
Turkey's progress towards accession	194
Turkish Cypriot community	58
Ukraine	20
VAT on services provided in the postal sector	20
Venezuela	18
Verification of credentials	6
Vojvodina: harassment of minorities	30
Vote	2558
Vote (continuation)	1082
Vote on a request for urgent procedure	10
Vote on requests for urgent procedure	10
Voting time	476
Waste prevention and recycling	18
Welcome	58
Women and poverty	38
Women in south-eastern Europe	16
Work programme of the Netherlands presidency	44
Work programme of the Netherlands presidency (continuation)	38
World Aids Day	38
World Bank Extractive Industries Review	20
Zimbabwe	24
Århus Convention	36
