title	count
Relations between the EP and national parliaments	54
Relief, rehabilitation and development	20
Representation of women among the social partners	24
Request for the waiver of the parliamentary immunity of Mr Pasqua and Mr Marchiani	12
Request for waiver of immunity of Mr Korakas	6
Restrictions on heavy goods vehicles in international transport	36
Result of the preparatory meeting for the Johannesburg Summit (Bali, 27 May – 7 June 2002)	62
Results of European Council (Barcelona, 15/16 March 2002)	108
Resumption of the session	42
Resumption of the sitting	4
Review of Council Regulation (EEC) No 4064/89	26
Review of trademark law	16
Risk capital action plan	22
Road Transport	28
Rules of Procedure of the European Parliament	82
SAB 2/2002	22
SAB 2/2002 as modified by the Council	12
Safety at sea and measures to alleviate the effects of the Prestige oil tanker disaster	76
Sales promotions in the internal market	36
Sales promotions in the internal market (continuation)	36
Salmonella, zoonoses and zoonotic agents in the food chain	16
Second United Nations World Assembly on Ageing (Madrid, 8-12 April 2002)	24
Security at international football matches	26
Security/Europol	40
Services of general interest in Europe	42
Sexual and reproductive health and rights	66
Shipbuilding	18
Short-term residence permits	34
Situation in Afghanistan	38
Situation in Afghanistan (continuation)	32
Situation in Bangladesh	14
Situation in Chechnya	46
Situation in Chechnya and the Middle East, including Iraq	50
Situation in Côte d'Ivoire	26
Situation in India	22
Situation in Iraq	56
Situation in Madagascar	12
Situation in Nepal	14
Situation in Somalia	22
Situation in Sudan	18
Situation in Zimbabwe	22
Situation in the Democratic Republic of Congo	12
Situation in the Middle East	130
Situation in the Middle East (continued)	44
Sixth Community Environment Action Programme	38
Sixth Community Environment Action Programme (2001-2010)	12
Social Agenda	22
Social dialogue: tripartite social summit	24
Social inclusion	30
Social policy agenda	28
Social security for third country nationals	12
Socrates Programme	36
Socrates and Youth for Europe programmes (CA Special Report 2/2002)	12
Solidarity Fund	48
Spanish Presidency (continuation)	62
Spanish Presidency programme	116
Spanish presidency	26
Specific RDTD and training programmes	46
Speech by Alejandro Toledo, President of the Republic of Peru	6
Speed limitation devices	16
Sri Lanka	14
Stabilisation and Association Agreement with Albania	12
Stabilisation and Association process for South East Europe	20
Stability and Growth Pact	70
State aid	20
State aid for employment	26
State aid to the coal industry	26
State of implementation of working time directive	20
Statement by the President	24
Statement by the President of the European Parliament	44
Stimulating Internet access	8
Stocks of cod and hake	12
Streamlining annual coordination cycles of economic and employment policy	26
Structure and rates of excise duty applied on manufactured tobacco	36
Supervision of financial conglomerates	18
Supplementary estimates for 2002 – DAB 1/2002	18
Sustainable development	72
Sustainable development in mountain regions	24
Sustaining the commitments, increasing the pace	22
TEMPUS III (2000-2006)	10
Taiwan	12
Tax policy	26
Terrorist attacks in India, in particular against the Parliament	22
The oil tanker 'Prestige' wrecked off the coast of Galicia	58
The work of the Danish presidency	112
Theatre and the performing arts in an enlarged Europe	26
Third-country nationals	36
Tibet	18
Tobacco sponsorship and advertising	50
Topical and urgent debate	12
Torrential rain in Tenerife and eastern Spain and climate change	22
Trade and development for poverty eradication and food security	34
Traditional herbal medicinal products	28
Training and recruitment of seafarers	16
Trans-European energy networks	30
Trans-European transport network	36
Transactions financed by EAGGF Guarantee Section	40
Transatlantic Relationship	44
Transatlantic relations including steel import tariffs	30
Transatlantic relations including steel import tariffs (continuation)	48
Transboundary movement of GMOs	42
Tribute	70
Two and three-wheel motor vehicles	8
Typology and hierarchy of acts in the European Union	38
Unfair practices by airlines of third countries	24
Urban waste-water	14
Use of immovable property on a timeshare basis	20
VAT – Direct and indirect taxation	18
Vertical agreements and concerted practices in the automobile industry	44
Vote	4612
Vote (continuation)	914
Vote on request for urgent procedure	8
Welcome	66
Women and fundamentalism	48
Women's rights and equal opportunities in Mediterranean countries	28
Work of the ACP-EU Joint Assembly (2001)	22
Workers' exposure to asbestos	50
Workers' rights	42
Working conditions for temporary workers	74
World Food Summit (FAO)	30
World social forum (Porto Alegre)/World economic forum (New York)	34
Youth Programme	20
Zimbabwe	20
eEurope 2002: Accessibility of Public Web Sites and their Content	32
